respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.15222235062605302,0.1542015361822368
26708,0.04644794597784614,0.06449840440247147
26709,0.4876699501649668,0.7318815756160801
26710,0.4465642956284608,0.6849236512787752
26711,0.33155341698084184,0.3826066085685303
26712,0.5147336623370024,0.9610800410738121
26713,0.3290054718168101,0.45395100344643374
26714,0.10594172228114214,0.12914478153647813
26715,0.04752604025364155,0.10271217270998952
26716,0.11229218068819538,0.8238000098256348
26717,0.0386267608542854,0.3809542717508958
26718,0.2478480646479095,0.37981261505408703
26719,0.15903986233804251,0.8030855761238856
26720,0.08968896619268138,0.22039707550862594
26721,0.5845467577345549,0.8528006266274964
26722,0.05038236029914572,0.13915828725150323
26723,0.6379515873964775,0.9017680236073227
26724,0.06372801921808105,0.6529581563024351
26725,0.04572916684875101,0.10312999965988955
26726,0.0595213988507368,0.08710762009594614
26727,0.24832536007688488,0.7959789857501549
26728,0.19000887905361208,0.4166039046542147
26729,0.06517794254345827,0.1739111804056356
26730,0.06528025571259322,0.18199541708171144
26731,0.033096626169449674,0.19805156890710102
26732,0.13794498905147196,0.12305905564555313
26733,0.8853819255787885,0.9477789337881578
26734,0.6482154579809819,0.6361472756486364
26735,0.12658899721385594,0.33270808015259384
26736,0.08711412786052836,0.13558482934471175
26737,0.05642909110883564,0.1365892859260167
26738,0.5718766926340695,0.9436320611166995
26739,0.07602628158509156,0.14255419771049774
26740,0.1424653955659678,0.11563435597226107
26741,0.17521229508032093,0.8500680355574778
26742,0.08498912631978241,0.23162003336155326
26743,0.04877519533390361,0.3086306447015986
26744,0.11973498531941272,0.6847662802924671
26745,0.15910914401992268,0.7639776860133003
26746,0.16995782354575772,0.21961820468491922
26747,0.09706641950580237,0.16463732032572032
26748,0.15905874783437693,0.13933345216678297
26749,0.10123879210193859,0.4732889232071915
26750,0.5473969332253644,0.95826206167175
26751,0.40832136550509934,0.5186100502366771
26752,0.057869923059775,0.12215721603084617
26753,0.17244480159155898,0.5336716123770685
26754,0.130137604950311,0.3280632597511107
26755,0.07231424110885994,0.34473908997157937
26756,0.03125862746362054,0.046604462975738524
26757,0.5669845964264033,0.8660518175324348
26758,0.5432295265395397,0.9232364044064711
26759,0.04630361466353343,0.12131140122527227
26760,0.03985781949875508,0.11328981497849425
26761,0.3472997309197969,0.6797543068554102
26762,0.16933532147148533,0.5931077486062
26763,0.7149603036497912,0.9812279338568319
26764,0.8368890157666903,0.9538071534746143
26765,0.1544026087798625,0.5784930122445433
26766,0.15145474243212959,0.1218278441276687
26767,0.8040439254758163,0.7787573131955442
26768,0.06528485347734643,0.3251585492175323
26769,0.17368871194665125,0.18903991702281825
26770,0.13463635523538117,0.506971612197414
26771,0.05112792992422932,0.28156554607734724
26772,0.0721772134541201,0.3517603532412171
26773,0.07891939528800339,0.44669195695422004
26774,0.05048666348866613,0.3888694292940988
26775,0.100256542201144,0.4108619486839089
26776,0.4303838638207398,0.39721287652248044
26777,0.12328286414909836,0.791645418323159
26778,0.14477683100287791,0.12710799808404363
26779,0.12441069876631446,0.5446672759686884
26780,0.26989189739732,0.8758189821607845
26781,0.13312833744532918,0.36393919662481344
26782,0.06354718171108967,0.20770530131161766
26783,0.07189716589596168,0.1872184404864482
26784,0.1643458025224883,0.6312087534397457
26785,0.4830815470379718,0.5510171739830662
26786,0.15210390870708265,0.17015710645098717
26787,0.08748421205191788,0.6275848155336194
26788,0.13616279482672136,0.8509311046915297
26789,0.0518671332885007,0.27825356844563376
26790,0.06444362304577057,0.18358145841242465
26791,0.07195591095573611,0.146612756772876
26792,0.18654927965960535,0.575040138322866
26793,0.10281593250397442,0.8748897209688586
26794,0.8100769466737959,0.9301934782897895
26795,0.10289261709803398,0.7318563014109637
26796,0.03020158903932405,0.05854907989572901
26797,0.14427508505366926,0.5579737239616219
26798,0.30365791178209195,0.17591560435851963
26799,0.39074096520137835,0.22597197170124597
26800,0.0760389849742183,0.9142308423972182
26801,0.20182112742621533,0.17731646470144807
26802,0.06732202050378881,0.1669071782812823
26803,0.0741265828874192,0.15424512224936635
26804,0.03691249413929709,0.10374912708525745
26805,0.06570146132342657,0.19473844760984893
26806,0.0855872954841201,0.8644606432343237
26807,0.5742012912928832,0.9335264574208239
26808,0.15583004452292187,0.3627972377280866
26809,0.5543162662942279,0.4027959919823879
26810,0.06156376661653364,0.1326799795214051
26811,0.06958815651867276,0.14044098853008355
26812,0.12579715816627057,0.7161295034074261
26813,0.3863825164923997,0.455213547484252
26814,0.049225747555367995,0.5941119219623996
26815,0.03545458885967135,0.08179054797570212
26816,0.10247545539414,0.18138916280779221
26817,0.07223339196622286,0.5235125717955205
26818,0.12213028983867785,0.20697543145297423
26819,0.25092533641617487,0.27323245169023
26820,0.1008801124951858,0.1991628443809516
26821,0.0996250136022847,0.43849236556815013
26822,0.19392292688480894,0.6239642937852722
26823,0.24038732569951737,0.3295024477484673
26824,0.048262605330708516,0.6965791529056682
26825,0.308154910883926,0.47406550611512904
